,Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,age,Debut Age,Zodiac
1338,Soeun,Park Soeun,2002-10-26,Weeekly,2020-07-30,Play M,South Korea,168.0,,,,,F,21.0,17.0,Scorpio
1339,Sohee,Uhm Sohee,2004-01-01,,,,South Korea,,,,,ICHILLIN',F,20.0,,Capricorn
1340,Sohee,Kim Sohee,1999-12-31,ALICE,2017-07-01,IOK Company,South Korea,,,,,,F,24.0,17.0,Capricorn
1341,Sohee,Kim Sohee,1995-01-20,Nature,2018-08-03,n.CH,South Korea,162.0,41.0,Busan,C.I.V.A,I.B.I,F,29.0,23.0,Aquarius
1342,Sohee,Kim Sohee,2003-08-14,Rocket Punch,2019-08-07,Woollim,South Korea,161.0,46.0,,,,F,20.0,15.0,Leo
1343,Sohye,Kim Sohye,1999-07-19,,,,South Korea,,,Seoul,,I.O.I,F,24.0,,Cancer
1344,Sohyun,Kwon Sohyun,1994-08-30,4minute,2009-06-15,Cube,South Korea,162.0,,Seoul,,,F,29.0,14.0,Virgo
1345,Sojin,Jo Sojin,1991-10-11,9Muses,2010-08-12,Star Empire,South Korea,170.0,47.0,Gwangju,9MUSES A,,F,32.0,18.0,Libra
1346,Sojin,Park Sojin,1986-05-21,Girl's Day,2010-07-09,DreamT,South Korea,167.0,47.0,Daegu,,,F,37.0,24.0,Gemini
1347,Sojin,Hong Sojin,1999-09-24,Hash Tag,2017-10-11,LUK,South Korea,163.0,,,,,F,24.0,18.0,Libra
1348,Sojung,Lee Sojung,1993-09-03,Ladies' Code,2013-03-07,Polaris,South Korea,,,Wonju,,,F,30.0,19.0,Virgo
1349,Solar,Kim Yongsun,1991-02-21,Mamamoo,2014-06-18,RBW,South Korea,163.0,43.0,Seoul,,,F,33.0,23.0,Pisces
1350,Solbin,Ahn Solbin,1997-08-19,LABOUM,2014-08-27,NH,South Korea,169.0,52.0,Ojeonggu,,,F,26.0,17.0,Leo
1351,Solji,Heo Solji,1989-01-10,EXID,2012-02-16,Yedang,South Korea,170.0,,Seongnam,,,F,35.0,23.0,Capricorn
1352,Somi,Jeon Somi,2001-03-09,,,,South Korea,,,Ontario,,I.O.I,F,23.0,,Pisces
1353,Somin,Jang Somin,1993-11-10,BADKIZ,2014-03-24,Zoo,South Korea,,,Gwangmyeon,,,F,30.0,20.0,Scorpio
1354,Somin,Jeon Somin,1996-08-22,KARD,2007-03-29,DSP,South Korea,,,Seoul,,April,F,27.0,10.0,Leo
1355,Somyi,Ahn Somyi,2000-01-26,DIA,2015-07-14,MBK,South Korea,,,Changwon,L.U.B,,F,24.0,15.0,Aquarius
1356,Song,Song Yunhyeong,1995-02-08,iKON,2015-09-15,YG,South Korea,,,,,,M,29.0,20.0,Aquarius
1357,Songhee,Yoon Songhee,1998-11-08,BVNDIT,2019-04-10,MNH,South Korea,,,,,,F,25.0,20.0,Scorpio
1358,SongSun,Kim Songsun,1997-03-22,TRI.BE,2021-02-17,TR - Mellow,South Korea,,,,,,F,26.0,23.0,Aries
1359,Songyee,Park Songyee,2004-09-25,,,,South Korea,,,,,woo!ah!,F,19.0,,Libra
1360,Soobin,Choi Soobin,2000-12-05,TXT,2019-03-04,Big Hit,South Korea,184.0,65.0,,,,M,23.0,18.0,Sagittarius
1361,Soobin,Park Soobin,1996-09-14,WJSN,2016-02-25,Starship,South Korea,159.0,,Seoul,WJSN Chocome,,F,27.0,19.0,Virgo
1362,Soodam,Lee Soodam,1999-11-09,SECRET NUMBER,2020-05-19,Vine,South Korea,,,,,,F,24.0,20.0,Scorpio
1363,Soohyun,Shin Soohyun,1989-03-11,U-KISS,2008-08-28,NH Media,South Korea,,,Pocheon,,,M,35.0,19.0,Pisces
1364,Soojin,Seo Soojin,1998-03-09,,,,South Korea,,,,,(G)I-DLE,F,26.0,,Pisces
1365,Soojin,Lee Soojin,2001-12-12,Weeekly,2020-07-30,Play M,South Korea,165.0,,,,,F,22.0,18.0,Sagittarius
1366,Soojung,Hwang Soojung,2001-05-10,Hi-L,2021-08-11,Kpop Live,South Korea,169.0,47.0,Yongin,,,F,22.0,20.0,Taurus
1367,Soomin,Kim Soomin,2007-10-03,tripleS,2023-02-13,MODHAUS,South Korea,158.0,,Daegu,,,F,16.0,15.0,Libra
1368,Sooyoung,Choi Sooyoung,1990-02-10,SNSD,2021-08-04,Good Luck,South Korea,170.0,48.0,Gwangju,,,F,34.0,31.0,Aquarius
1369,Sora,Sakata Sora,2003-08-30,woo!ah!,2020-05-15,NV,Japan,,,,,,F,20.0,16.0,Virgo
1370,Sorn,Chonnasorn Sajakul,1996-11-18,CLC,2015-03-19,Cube,Thailand,164.0,,Bangkok,,,F,27.0,18.0,Scorpio
1371,Soso,Wang Chingyi,2001-03-14,GWSN,2018-09-05,Kiwi Pop,Taiwan,,,,,,F,23.0,17.0,Pisces
1372,Soul,Haku Shota,2005-02-01,P1Harmony,2020-10-28,FNC,Japan,,,,,,M,19.0,15.0,Aquarius
1373,Sowon,Kim Sojung,1995-12-07,Gfriend,2015-01-15,Source,South Korea,172.0,,Seoul,,,F,28.0,19.0,Sagittarius
1374,Sowon,Nam Soeun,2004-12-13,TRACER,2022-04-03,Gleamedia,South Korea,,,,,,F,19.0,17.0,Sagittarius
1375,Soyee,Jang Sojin,1996-11-21,Gugudan,2016-06-28,Jellyfish,South Korea,,,,,,F,27.0,19.0,Scorpio
1376,Soyeon,Park Soyeon,1987-10-05,,,,South Korea,163.0,46.0,Andong,,T-ara,F,36.0,,Libra
1377,Soyeon,Jeon Soyeon,1998-08-26,(G)I-DLE,2018-05-02,Cube,South Korea,157.0,42.0,,,,F,25.0,19.0,Virgo
1378,Soyeon,Jung Soyeon,1994-05-04,LABOUM,2014-08-27,NH,South Korea,161.0,44.0,Gwangju,,,F,29.0,20.0,Taurus
1379,Soyou,Kang Jihyun,1992-02-12,SISTAR,2010-03-06,Starship,South Korea,,,,,,F,32.0,18.0,Aquarius
1380,Soyoung,Yoo Soyoung,1996-03-29,,,,South Korea,,,Seoul,,After School,F,27.0,,Aries
1381,Soyul,Park Hyekyeong,1991-05-15,Crayon Pop,2012-07-18,Chrome,South Korea,160.0,,Seoul,,,F,32.0,21.0,Taurus
1382,St. Van,Lee Geumhyuk,1991-12-22,VAV,2015-10-31,A team,South Korea,182.0,70.0,,,,M,32.0,23.0,Capricorn
1383,Steve,Lim Dohyun,2002-03-09,YOUNITE,2022-04-20,Brand New,South Korea,,,Los Angeles,,,M,22.0,20.0,Pisces
1384,Steven,Kim Steven,2000-01-17,Luminous,2021-09-09,Barunson,South Korea,176.0,57.0,Sydney,,,M,24.0,21.0,Capricorn
1385,Sua,Yoo Sua,2005-07-23,CSR,2022-07-27,A2Z,South Korea,,,Anyang,,,F,18.0,17.0,Leo
1386,Sua,Kim Bora,1994-08-10,Dreamcatcher,2017-01-13,Happy Face,South Korea,164.0,,Changwon,,Minx,F,29.0,22.0,Leo
1387,Sua,Yang Sua,1995-03-24,Hash Tag,2017-10-11,LUK,South Korea,169.0,,Gwangju,,,F,28.0,22.0,Aries
1388,Sua,Choi Sooah,2003-02-24,Pixy,2021-02-24,ALLART,South Korea,162.0,44.0,,,,F,21.0,18.0,Pisces
1389,Subin,Park Subin,1994-02-12,Dal Shabet,2011-01-03,Happy Face,South Korea,,,Gwangju,,,F,30.0,16.0,Aquarius
1390,Subin,Oh Subin,1998-09-30,Hash Tag,2017-10-11,LUK,South Korea,172.0,,,,,F,25.0,19.0,Libra
1391,Subin,Jung Subin,1999-04-05,VICTON,2016-11-09,Plan A,South Korea,,,,,,M,24.0,17.0,Aries
1392,Suga,Min Yoongi,1993-03-09,BTS,2013-06-13,Big Hit,South Korea,176.0,59.0,Daegu,,,M,31.0,20.0,Pisces
1393,Sugyeong,Jo Sugyeong,2000-01-12,Favorite,2017-07-05,Astory,South Korea,,,Haenam,,,F,24.0,17.0,Capricorn
1394,Suho,Kim Junmyeon,1991-05-22,EXO,2012-04-08,SM,South Korea,173.0,65.0,Seoul,,,M,32.0,20.0,Gemini
1395,Suhye,Kim Suhye,2004-12-13,LIMELIGHT,2023-02-17,143,South Korea,158.0,40.0,Incheon,,,F,19.0,18.0,Sagittarius
1396,Suhyeon,Kim Suhyun,2000-01-15,Billlie,2021-11-10,MYSTIC,South Korea,161.0,45.0,Daegu,,,F,24.0,21.0,Capricorn
1397,Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,2021-07-14,Winnerzone,South Korea,,,,,1PS,F,35.0,33.0,Aries
1398,Suhyun,Choi Hyunggeun,1992-10-01,SNUPER,2015-11-16,Widmay,South Korea,,,Bucheon,,,M,31.0,23.0,Libra
1399,Suil,Ma Suil,1999-03-30,Luminous,2021-09-09,Barunson,South Korea,170.0,50.0,Gwangju,,,M,24.0,22.0,Aries
1400,Sujeong,Ryu Sujeong,1997-11-19,Lovelyz,2014-11-17,Woollim,South Korea,168.0,48.0,Daejeon,,,F,26.0,16.0,Scorpio
1401,Suji,Lee Suji,1998-03-20,UNI.T,2018-05-18,Unit Culture,South Korea,,,Busan,,The Ark,F,25.0,20.0,Pisces
1402,Sujin,Bang Sujin,1996-06-26,Wassup,2013-08-07,Mafia,South Korea,,,,,,F,27.0,17.0,Cancer
1403,Sukjun,Lee Sukjun,2000-01-31,ABLUE,2022-10-23,J-Star,South Korea,183.0,65.0,,,ANTARES,M,24.0,22.0,Aquarius
1404,Sulli†,Choi Jinri,1994-03-29,,,,South Korea,,,Busan,,f(x),F,29.0,,Aries
1405,Sullyoon,Seol Yoona,2004-01-26,NMIXX,2022-02-22,JYP,South Korea,,,,,,F,20.0,18.0,Aquarius
1406,Sumin,Park Sumin,2001-09-09,Dreamnote,2018-11-07,iME,South Korea,166.0,46.0,,,,F,22.0,17.0,Virgo
1407,Sumin,Ji Sumin,1994-03-03,Sonamoo,2014-12-29,TS,South Korea,168.0,,Yongin,,,F,30.0,20.0,Pisces
1408,Sumin,Bae Sumin,2001-03-13,STAYC,2020-11-12,Hi-Up,South Korea,159.0,46.0,Pohang,,,F,23.0,19.0,Pisces
1409,Sumin,Choi Sumin,2004-04-07,xikers,2023-03-30,KQ,South Korea,,,Seoul,,,M,19.0,18.0,Aries
1410,Sun J,Jeon Heesun,2001-02-13,Girlkind,2018-01-16,Nextlevel,South Korea,,165.0,,,,F,23.0,16.0,Aquarius
1411,Sungah,Son Sungah,1989-07-08,9Muses,2010-08-12,Star Empire,South Korea,172.0,48.0,Suma,,,F,34.0,21.0,Cancer
1412,Sungchan,Jung Sungchan,2001-09-13,NCT,2016-04-09,SM,South Korea,,,,NCT U,,M,22.0,14.0,Virgo
1413,Sunghoon,Park Sunghoon,2002-12-08,ENHYPEN,2020-11-30,Be:lift,South Korea,,,,,,M,21.0,17.0,Sagittarius
1414,Sunghyuk,Seo Sunghyuk,1999-08-26,,,,South Korea,170.0,,,,,M,24.0,,Virgo
1415,Sunghyun,Kim Sunghyun,1996-03-16,IN2IT,2016-01-27,Star Empire,South Korea,186.0,71.0,,,,M,27.0,19.0,Pisces
1416,Sungjae,Yook Sungjae,1995-05-02,BtoB,2012-03-21,Cube,South Korea,180.0,68.0,Yongin,Big Byung,,M,28.0,16.0,Taurus
1417,Sungjin,Park Sungjin,1993-01-16,DAY6,2015-09-07,JYP,South Korea,,,,,,M,31.0,22.0,Capricorn
1418,Sungjong,Lee Sungjong,1993-09-03,Infinite,2010-06-09,Woollim,South Korea,177.0,54.0,Gwangju,Infinite F,,M,30.0,16.0,Virgo
1419,Sungjoo,Kim Sungjoo,1994-02-16,UNIQ,2014-10-20,Yuehua,South Korea,180.0,65.0,,,,M,30.0,20.0,Aquarius
1420,Sungjun,Lee Sungjun,2002-06-15,BLANK2Y,2022-05-24,Keystone,South Korea,,,,,,M,21.0,19.0,Gemini
1421,Sungjun,Park Sungjun,1992-12-17,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,175.0,55.0,Ansan,,,M,31.0,20.0,Sagittarius
1422,Sungjun,Oh Sungjun,2005-08-30,TNX,2022-05-17,P NATION,South Korea,,,Ulsan,,,M,18.0,16.0,Virgo
1423,Sungkyu,Kim Sungkyu,1989-04-28,Infinite,2010-06-09,Woollim,South Korea,178.0,62.0,Jeonju,,,M,34.0,21.0,Taurus
1424,Sungmin,Oh Sungmin,1990-12-31,Bigflo,2014-07-19,HO,South Korea,,,,,,M,33.0,23.0,Capricorn
1425,Sungmin,Lee Sungmin,1986-01-01,Super Junior,2005-11-06,SM,South Korea,175.0,57.0,Gyeonggi,Super Junior-M,,M,38.0,19.0,Capricorn
1426,Sungoh,Yoo Sungoh,1991-01-08,,,,South Korea,,,,,24K,M,33.0,,Capricorn
1427,Sungwoon,Ha Sungwoon,1994-03-22,Wanna One,2017-08-07,YMC,South Korea,,,Goyang,HOTSHOT,,M,29.0,23.0,Aries
1428,Sungyeol,Lee Sungyeol,1991-08-27,Infinite,2010-06-09,Woollim,South Korea,183.0,59.0,Yongin,Infinite F,,M,32.0,18.0,Virgo
1429,Sungyeon,Bae Sungyeon,1999-05-25,Pristin,2017-03-21,Pledis,USA,,,California,,,F,24.0,17.0,Gemini
1430,Sunhwa,Han Sunhwa,1990-10-06,,,,South Korea,,,Busan,,SECRET,F,33.0,,Libra
1431,Sunmi,Lee Sunmi,1992-05-02,Wonder Girls,2007-02-13,JYP,South Korea,167.0,,Iksan,,,F,31.0,14.0,Taurus
1432,Sunn,Hwang Jiwon,2000-02-07,,,,South Korea,,,Jincheon,,Good Day| Cignature,F,24.0,,Aquarius
1433,Sunny,Lee Sunkyu,1989-05-15,SNSD,2021-08-04,Good Luck,South Korea,158.0,43.0,California,,,F,34.0,32.0,Taurus
1434,Sunoo,Kim Sunwoo,2003-06-24,ENHYPEN,2020-11-30,Be:lift,South Korea,,,,,,M,20.0,17.0,Cancer
1435,Sunshine,Kim Minjung,2002-06-20,NATURE,2018-08-03,n.CH,South Korea,,,,,,F,21.0,16.0,Gemini
1436,Sunwoo,Choi Sunwoo,1992-03-12,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,183.0,65.0,Seoul,,,M,32.0,21.0,Pisces
1437,Sunwoo,Kim Sunwoo,2000-04-12,The Boyz,2017-12-31,Cre.Ker,South Korea,177.0,64.0,,,,M,23.0,17.0,Aries
1438,Sunyoul,Seon Yein,1996-11-06,UP10TION,2015-09-10,TOP Media,South Korea,,,Wando,,,M,27.0,18.0,Scorpio
1439,Suri,Kang Suri,1994-10-11,CHECKMATE,2012-06-19,Yedang,South Korea,168.0,,,,,F,29.0,17.0,Libra
1440,Surin,Kim Surin,1991-12-27,Two X,2012-08-20,J. Tune,South Korea,,,,,,F,32.0,20.0,Capricorn
1441,Suwoong,Lee Suwoong,1995-01-20,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,174.0,56.0,,,,M,29.0,18.0,Aquarius
1442,Suyeon,Ji Suyeon,1997-04-20,Weki Meki,2017-08-08,Fantagio,South Korea,,,,,,F,26.0,20.0,Taurus
1443,Suyun,Kim Suyun,2001-03-17,Rocket Punch,2019-08-07,Woollim,South Korea,169.0,52.0,,,,F,22.0,18.0,Pisces
1444,Suzy,Kim Suji,2001-06-03,MAJORS,2021-03-09,ANS,South Korea,164.0,45.0,,,,F,22.0,19.0,Gemini
1445,Suzy,Bae Suji,1994-10-10,miss A,2010-07-01,JYP,South Korea,168.0,,Gwangju,,,F,29.0,15.0,Libra
1446,Swan,Kim Suan,2000-12-28,CRAXY,2020-03-03,SAITEINMENT,South Korea,,,,,,F,23.0,19.0,Capricorn
1447,Swan,Park Soojin,2003-07-11,Purple Kiss,2021-03-15,RBW,South Korea,,,,,,F,20.0,17.0,Cancer
1448,Sya,Lee Junyoung,2002-09-09,BLITZERS,2021-05-12,Wuzo,South Korea,,,,,,M,21.0,18.0,Virgo
1449,T.O.P,Choi Seunghyun,1987-11-04,BIGBANG,2006-08-19,YG,South Korea,180.0,65.0,Seoul,GD&TOP,,M,36.0,18.0,Scorpio
1450,Taecyeon,Ok Taecyeon,1988-12-27,2PM,2008-07-04,JYP,South Korea,185.0,76.0,Busan,,,M,35.0,19.0,Capricorn
1451,Taedong,Kim Taedong,1997-11-07,OMEGA X,2016-10-17,JT Corea,South Korea,177.0,61.0,,,GIDONGDAE,M,26.0,18.0,Scorpio
1452,Taeeun,Moon Taeeun,2000-02-09,IM,2022-04-04,FC ENM,South Korea,175.0,,,,,M,24.0,22.0,Aquarius
1453,Taeha,Yoo Taeha,1995-10-05,,,,South Korea,162.0,,,,Berry Good,F,28.0,,Libra
1454,Taeha,Kim Taeha,1998-06-03,,,,South Korea,,,Jeonju,,MOMOLAND,F,25.0,,Gemini
1455,Taeheon,Kim Taeheon,1989-06-18,ZE:A,2010-01-07,Star Empire,South Korea,,,Gwangju,,,M,34.0,20.0,Gemini
1456,Taehun,Lee Taehoon,2000-03-21,NINE.i,2022-03-30,FirstOne,South Korea,,,,,,M,23.0,22.0,Aries
1457,Taehun,Choi Taehun,2002-11-19,TNX,2022-05-17,P NATION,South Korea,,,Incheon,,,M,21.0,19.0,Scorpio
1458,Taehyun,Nam Taehyun,1994-05-10,,,,South Korea,,,Hanam,,WINNER,M,29.0,,Taurus
1459,Taehyun,Noh Taehyun,1993-10-15,HOTSHOT,2014-10-29,Star Crew,South Korea,,,Seoul,JBJ,,M,30.0,21.0,Libra
1460,Taehyun,Kang Taehyun,2002-02-05,TXT,2019-03-04,Big Hit,South Korea,,,,,,M,22.0,17.0,Aquarius
1461,Taeil,Lee Taeil,1990-09-24,Block B,2011-04-15,KQ,South Korea,167.0,57.0,Seoul,,,M,33.0,20.0,Libra
1462,Taeil,Moon Taeil,1994-06-14,NCT,2016-04-09,SM,South Korea,171.0,60.0,Seoul,NCT U| NCT 127,,M,29.0,21.0,Gemini
1463,Taekhyeon,Jung Taekhyeon,2003-07-28,1the9,2019-02-09,MBK,South Korea,178.0,66.0,Gunpo,,,M,20.0,15.0,Leo
1464,Taemin,Lee Taemin,1993-07-18,SHINee,2008-05-25,SM,South Korea,177.0,53.0,Seoul,SuperM,,M,30.0,14.0,Cancer
1465,Taera,Lee Yujin,1994-04-12,Gate9,1999-01-26,JYP| SidusHQ,South Korea,161.0,,Incheon,,,F,29.0,4.0,Aries
1466,Taerae,Kim Taerae,2002-09-05,TEMPEST,2022-03-02,Yuehua,South Korea,,,,,,M,21.0,19.0,Virgo
1467,Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,2020-09-02,J Planet,South Korea,,,,,,F,23.0,19.0,Capricorn
1468,Taeseon,Yang Taeseon,2000-09-17,TRCNG,2017-10-10,TS,South Korea,182.0,,,,,M,23.0,17.0,Virgo
1469,Taesung,Lee Taesung,2003-12-19,,,,South Korea,184.0,64.0,,TEEN TEEN,Ghost9,M,20.0,,Sagittarius
1470,Taewoong,Yoo Taewoong,1994-05-24,SNUPER,2015-11-16,Widmay,South Korea,,,,,,M,29.0,21.0,Gemini
1471,Taeyang,Dong Youngbae,1988-05-18,BIGBANG,2006-08-19,YG,South Korea,174.0,56.0,Uljeongbu,,,M,35.0,18.0,Taurus
1472,Taeyang,Yoo Taeyang,1997-02-28,SF9,2016-10-05,FNC,South Korea,,,,,,M,27.0,19.0,Pisces
1473,Taeyeon,Kim Taeyeon,1989-03-09,SNSD,2021-08-04,Good Luck,South Korea,160.0,44.0,Jeonju,TTS| Oh!GG,,F,35.0,32.0,Pisces
1474,Taeyong,Lee Taeyong,1995-07-01,NCT,2016-04-09,SM,South Korea,,,,NCT U| NCT 127|SuperM,,M,28.0,20.0,Cancer
1475,Taeyoung,Kim Taeyoung,1999-06-18,7 O'clock,2014-08-26,Jungle,South Korea,,,,,,M,24.0,15.0,Gemini
1476,Taeyoung,Kim Taeyoung,2003-01-27,CRAVITY,2020-04-14,Starship,South Korea,,,,,,M,21.0,17.0,Aquarius
1477,TAG,Yeom Taekyun,2002-09-30,Ciipher,2021-03-15,Rain,South Korea,176.0,54.0,,,,M,21.0,18.0,Libra
1478,TAG,Son Youngtaek,1998-04-13,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,25.0,19.0,Aries
1479,Takuya,Terada Takuya,1992-03-18,CROSS GENE,2012-07-08,Amuse,Japan,187.0,68.0,Moriya,,,M,31.0,20.0,Pisces
1480,Tan,Choi Seokwon,1996-08-25,Ciipher,2021-03-15,Rain,South Korea,184.0,75.0,,,,M,27.0,24.0,Virgo
1481,Tao,Hwang Zitao,1993-05-02,,,,China,183.0,70.0,Qingdao,,EXO,M,30.0,,Taurus
1482,Taro,Choi Wonjin,1994-11-09,Hot Blood Youth,2017-05-17,FNC,South Korea,,,,,,M,29.0,22.0,Scorpio
1483,Ten,Chittaphon Leechaiyapornkul,1996-02-27,NCT,2016-04-09,SM,Thailand,,,Bangkok,NCT U|SuperM,,M,28.0,20.0,Pisces
1484,Teo,Jang Sungsik,1997-10-22,DKB,2020-02-03,Brave,South Korea,177.0,64.0,,,,M,26.0,22.0,Libra
1485,Terry,Han Dasom,1998-02-02,,,,South Korea,,,,,NeonPunch,F,26.0,,Aquarius
1486,The8,Xu Minghao,1997-11-07,Seventeen,2015-05-26,Pledis,China,175.0,53.0,Anshan,,,M,26.0,17.0,Scorpio
1487,Theo,Choi Taeyang,2001-07-01,P1Harmony,2020-10-28,FNC,South Korea,,,,,,M,22.0,19.0,Cancer
1488,Thunder,Park Sanghyun,1990-10-07,,,,South Korea,,,Busan,,MBLAQ,M,33.0,,Libra
1489,Tiffany,Hwang Miyoung,1989-08-01,SNSD,2021-08-04,Good Luck,South Korea,163.0,50.0,San Francisco,TTS,,F,34.0,32.0,Leo
1490,Timoteo,Kim Moongyu,1993-01-25,HOTSHOT,2014-10-29,Star Crew,South Korea,,,,,,M,31.0,21.0,Aquarius
1491,Tina,Christine Joy Park,1994-09-01,Blady,2011-05-16,Star Planet,USA,,,Los Angeles,,,F,29.0,16.0,Virgo
1492,Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,2021-11-10,MYSTIC,Japan,,,,,,F,21.0,19.0,Virgo
1493,Tzuyu,Chou Tzuyu,1999-06-14,Twice,2015-10-20,JYP,Taiwan,169.0,,Tainan,,,F,24.0,16.0,Gemini
1494,U,Sun Hengyu,2001-06-22,BLANK2Y,2022-05-24,Keystone,China,,,,,,M,22.0,20.0,Cancer
1495,U,Mizuguchi Yuto,1999-03-16,ONF,2017-08-02,WM,Japan,,,Osaka,,,M,24.0,18.0,Pisces
1496,Uchae,Yu Hyejun,2002-05-07,NATURE,2018-08-03,n.CH,South Korea,,,,,,F,21.0,16.0,Taurus
1497,Uee,Kim Yujin,1988-04-09,,,,South Korea,,,Daegu,,After School,F,35.0,,Aries
1498,Uji,Jang Yuji,1991-01-02,,,,South Korea,,,,,EXID| BESTie,F,33.0,,Capricorn
1499,U-Know Yunho,Jung Yunho,1986-02-06,TVXQ,1995-09-06,MBK| Turbo Co.,South Korea,,,Gwangju,,,M,38.0,9.0,Aquarius
1500,U-Kwon,Kim Yukwon,1992-04-09,Block B,2011-04-15,KQ,South Korea,176.0,63.0,Suwon,Bastarz,,M,31.0,19.0,Aries
1501,Umji,Kim Yewon,1998-08-19,VIVIZ,2022-02-09,Big Planet Made,South Korea,163.0,,Incheon,,Gfriend,F,25.0,23.0,Leo
1502,U-Si,Yoo Jiyeon,1997-11-13,BADKIZ,2014-03-24,Zoo,South Korea,,,Iksan,,,F,26.0,16.0,Scorpio
1503,V,Kim Taehyung,1995-12-30,BTS,2013-06-13,Big Hit,South Korea,179.0,62.0,Daegu,,,M,28.0,17.0,Capricorn
1504,Vahn,Kim Jungwoo,1999-05-07,NINE.i,2022-03-30,FirstOne,South Korea,175.0,58.0,,,,M,24.0,22.0,Taurus
1505,Vari,Jae Hyun,2000-09-03,NINE.i,2022-03-30,FirstOne,South Korea,,,,,,M,23.0,21.0,Virgo
1506,Vernon,Choi Hansol,1998-02-18,Seventeen,2015-05-26,Pledis,USA,176.0,56.0,New York,,,M,26.0,17.0,Aquarius
1507,Via,Kim Via,2000-08-17,FANATICS,2019-08-06,FENT,South Korea,165.0,46.0,Busan,,,F,23.0,18.0,Leo
1508,Victoria,Song Qian,1987-02-02,f(x),2009-09-05,SM,China,168.0,45.0,Qingdao,,,F,37.0,22.0,Aquarius
1509,Viki,Kang Eunhye,1988-03-28,,,,South Korea,,,Seoul,,Dal Shabet,F,35.0,,Aries
1510,Vita,Kim Jimin,2000-02-03,MAJORS,2021-03-09,ANS,South Korea,168.0,54.0,,,,F,24.0,21.0,Aquarius
1511,Vivi,Wong Viian,1996-12-09,LOONA,2018-08-20,Blockberry,Hong Kong,,,Hong Kong,Loona 1/3,,F,27.0,21.0,Sagittarius
1512,Vivian,Park Sunghee,1998-12-08,Gate9,1999-01-26,JYP| SidusHQ,South Korea,,,,,,F,25.0,0.0,Sagittarius
1513,Way,Heo Minsun,1990-07-12,Crayon Pop,2012-07-18,Chrome,South Korea,161.0,,Seoul,,,F,33.0,22.0,Cancer
1514,Wei,Lee Sungjun,1996-07-08,UP10TION,2015-09-10,TOP Media,South Korea,,,Seoul,,,M,27.0,19.0,Cancer
1515,Wendy,Son Seunghwan,1994-02-21,Red Velvet,2014-08-01,SM,South Korea,160.0,,Seoul,,,F,30.0,20.0,Pisces
1516,Wenhan,Li Wenhan,1994-07-22,UNIQ,2014-10-20,Yuehua,China,180.0,64.0,,,,M,29.0,20.0,Cancer
1517,Wheein,Jung Wheein,1995-04-17,Mamamoo,2014-06-18,RBW,South Korea,162.0,43.0,Jeonju,,,F,28.0,19.0,Aries
1518,Win,Bang Junhyuk,2004-12-19,MCND,2020-02-27,TOP Media,South Korea,,,,,,M,19.0,15.0,Sagittarius
1519,Windy,Park Jinju,2000-02-23,Girls' World,2002-06-20,Liz,South Korea,155.0,,Daejeon,,,F,24.0,2.0,Pisces
1520,WinL,Yang Seungho,1996-06-16,ABLUE,2022-10-23,J-Star,South Korea,177.0,68.0,Paju,,BECZ,M,27.0,26.0,Gemini
1521,Winnie,Pattipong Kasemsant,1998-11-18,NINE.i,2022-03-30,FirstOne,Thailand,,,,,,M,25.0,23.0,Scorpio
1522,Winter,Kim Minjung,2001-01-01,aespa,2020-11-17,SM,South Korea,,,Yangsan,,,F,23.0,19.0,Capricorn
1523,Winwin,Dong Sicheng,1997-10-28,NCT,2016-04-09,SM,China,,,Zhejiang,NCT 127,,M,26.0,18.0,Scorpio
1524,Wish,Kwak Dawit,2002-06-11,EPEX,2021-06-08,C9,South Korea,184.0,69.0,,,,M,21.0,18.0,Gemini
1525,Won,Park Sungwon,2003-12-18,Ciipher,2021-03-15,Rain,South Korea,177.0,58.0,Seoul,,1the9,M,20.0,17.0,Sagittarius
1526,Won Bin,Won Bin,2004-07-01,ATBO,2022-07-27,IST,South Korea,183.0,,Gyeonggi,,,M,19.0,18.0,Cancer
1527,Won Hyuk,Won Hyuk,2002-02-22,E'LAST,2020-06-09,E Entertainment,South Korea,181.0,63.0,,,,M,22.0,18.0,Pisces
1528,Wonchae,Hwang Chaewon,2002-12-22,Queenz Eye,2022-10-24,Big Mountain,South Korea,163.0,,Incheon,,,F,21.0,19.0,Capricorn
1529,Woncheol,Jung Woncheol,1996-01-12,MY.st,2020-03-26,MYStar,South Korea,,,,,,M,28.0,24.0,Capricorn
1530,Wondae,Seol Wondae,1998-04-28,Dongkiz,2019-04-24,Dongyo,South Korea,180.0,63.0,,,,M,25.0,20.0,Taurus
1531,Wonho,Shin Hoseok,1993-03-01,,,,South Korea,,,Anyang,,MONSTA X,M,31.0,,Pisces
1532,Wonjin,Ham Wonjin,2001-03-22,CRAVITY,2020-04-14,Starship,South Korea,174.0,57.0,,,,M,22.0,19.0,Aries
